09:30:14.284021 LS029 10 
11:21:41.871026 MA207 OFF 
11:21:52.870356 LS011 28 
11:22:19.063404 LS009 4 
11:22:28.8928 LS207 59 
11:22:28.925138 MA207 ON 
11:22:30.031965 MA207 OFF 
11:22:31.357338 MA207 ON 
11:22:33.429831 MA207 OFF 
11:22:33.792462 LS013 20 
11:22:33.811916 M013 ON 
11:22:35.355486 M013 OFF 
11:22:38.750781 MA207 ON 
11:22:40.917684 LS207 58 
11:22:40.930659 MA207 OFF 
11:22:43.732213 MA207 ON 
11:22:45.969807 LS207 57 
11:22:46.006985 MA207 OFF 
11:22:51.769768 LS207 56 
11:22:51.81217 MA207 ON 
11:22:52.911789 MA207 OFF 
11:22:53.661402 MA207 ON 
11:22:54.78043 MA207 OFF 
11:23:04.675861 LS047 2 
11:23:05.929524 LS012 23 
11:23:06.581697 LS207 55 
11:23:06.608853 MA207 ON 
11:23:07.721799 LS207 54 
11:23:07.739042 MA207 OFF 
11:23:08.656516 LS207 55 
11:23:08.672264 MA207 ON 
11:23:09.791804 MA207 OFF 
11:23:11.845144 LS207 54 
11:23:11.858299 MA207 ON 
11:23:12.971335 MA207 OFF 
11:23:14.29082 MA207 ON 
11:23:15.429481 LS021 5 
11:23:15.469658 MA207 OFF 
11:23:18.749953 LS024 9 
11:23:54.161639 LS002 9 
11:24:04.732851 MA207 ON 
11:24:05.836304 MA207 OFF 
11:24:07.216668 LS010 20 
11:24:07.253702 M010 ON 20-end
11:24:07.452041 LS037 6 
11:24:08.387866 M010 OFF 
11:24:09.096076 M010 ON 
11:24:10.246998 M010 OFF 
11:24:24.664247 LS013 10 
11:24:24.675118 M013 ON 17-end
11:24:25.820932 M013 OFF 
11:24:28.067442 M013 ON 
11:24:30.971663 MA207 ON 
11:24:31.46157 LS201 55 
11:24:31.493629 MA201 ON 
11:24:31.992007 M013 OFF 
11:24:32.224184 MA207 OFF 
11:24:32.290631 LS015 14 
11:24:32.310286 M015 ON 
11:24:32.645935 LS016 15 
11:24:32.659451 M016 ON 
11:24:33.275773 MA201 OFF 
11:24:34.045502 LS017 24 
11:24:34.056095 M017 ON 21-end
11:24:34.943153 M015 OFF 
11:24:35.354346 M016 OFF 
11:24:35.8934 M017 OFF 
11:24:36.132128 LS202 54 
11:24:36.145672 MA202 ON 
11:24:37.151976 MA202 OFF 
11:24:39.165196 LS005 22 
11:24:41.833618 MA202 ON 
11:24:42.949628 MA202 OFF 
11:24:44.641993 MA202 ON 
11:24:45.754078 MA202 OFF 
11:24:47.819834 MA202 ON 
11:24:47.877755 LS017 25 
11:24:47.905026 M017 ON 
11:24:50.031574 SS004 MOVED 
11:24:50.694252 M017 OFF 
11:24:51.200476 MA202 OFF 
11:24:52.331358 MA207 ON 
11:24:52.881473 MA202 ON 
11:24:53.455891 MA207 OFF 
11:24:54.921493 SS004 STILL 
11:24:55.07273 SS004 MOVED 
11:24:55.131909 MA202 OFF 
11:24:56.099346 MA202 ON 
11:24:56.149024 M017 ON 18-end,23-end
11:24:57.021496 SS004 STILL 
11:24:57.245298 M017 OFF 
11:24:58.024849 LS051 23 
11:24:59.447968 MA202 OFF 
11:25:02.105434 M017 ON 24-start
11:25:03.010844 MA202 ON 
11:25:05.493715 LS019 6 
11:25:05.510554 M019 ON 
11:25:06.257988 M017 OFF 
11:25:06.720938 LS203 28 
11:25:06.741244 MA203 ON 
11:25:06.900708 LS021 4 
11:25:06.966832 M021 ON 
11:25:06.997453 MA202 OFF 
11:25:07.223117 M024 ON 24-end
11:25:07.758772 LS019 7 
11:25:07.766557 BATV019 9140 
11:25:07.778651 M019 OFF 
11:25:08.745745 BATV021 9100 
11:25:08.759685 M021 OFF 
11:25:09.404634 MA203 OFF 
11:25:09.854074 M024 OFF 
11:25:11.652581 MA207 ON 
11:25:12.779218 MA207 OFF 
11:25:17.095007 MA207 ON 
11:25:18.201052 MA207 OFF 
11:25:18.664805 M024 ON 
11:25:19.163105 MA207 ON 
11:25:19.285493 MA203 ON 
11:25:19.997712 LS021 5 
11:25:20.016569 M021 ON 
11:25:21.110701 LS022 4 
11:25:21.174347 M022 ON 
11:25:21.217816 M024 OFF 
11:25:21.952554 MA207 OFF 
11:25:22.341472 LS023 5 
11:25:22.365484 M023 ON 
11:25:22.416319 M021 OFF 
11:25:22.650032 LS001 9 
11:25:22.665631 M001 ON 
11:25:22.902078 MA207 ON 
11:25:23.075524 M022 OFF 
11:25:23.16275 LS201 56 
11:25:23.178152 MA201 ON 
11:25:23.341972 LS203 29 
11:25:23.364356 MA203 OFF 
11:25:23.539477 LS002 10 
11:25:23.553488 M002 ON 
11:25:24.470543 M023 OFF 
11:25:25.155886 M001 OFF 
11:25:25.38447 MA201 OFF 
11:25:25.602485 M002 OFF 
11:25:27.738288 LS008 13 
11:25:30.105511 M002 ON 
11:25:30.642988 M001 ON 
11:25:31.022857 LS201 55 
11:25:31.047928 MA201 ON 
11:25:31.77517 M008 ON 
11:25:32.356445 M002 OFF 
11:25:32.675643 M001 OFF 
11:25:33.42646 LS201 56 
11:25:33.455482 MA201 OFF 
11:25:33.663517 LS008 14 
11:25:33.678005 M008 OFF 
11:25:34.395478 MA201 ON 
11:25:35.187942 M008 ON 
11:25:36.795736 M023 ON 
11:25:37.190048 M001 ON 
11:25:37.830319 LS008 15 
11:25:37.868975 M008 OFF 
11:25:38.257523 LS203 33 
11:25:38.297669 MA203 ON 
11:25:38.515656 LS201 57 
11:25:38.550203 MA201 OFF 
11:25:38.624149 LS022 5 
11:25:38.640238 M022 ON 
11:25:39.237795 LS001 10 
11:25:39.256465 M001 OFF 
11:25:39.629904 LS023 7 
11:25:39.638324 M023 OFF 
11:25:40.057167 LS021 6 
11:25:40.073179 M021 ON 
11:25:40.706953 LS207 56 
11:25:40.722429 MA207 OFF 
11:25:40.883436 M022 OFF 
11:25:41.348589 LS024 11 
11:25:41.362772 M024 ON 
11:25:41.815598 MA207 ON 
11:25:42.307935 M021 OFF 
11:25:43.419583 LS024 10 
11:25:43.435556 M024 OFF 
11:25:43.772253 LS203 35 
11:25:43.78773 MA203 OFF 
11:25:45.123725 D018 OPEN 
11:25:45.271823 LS203 36 
11:25:45.287646 MA203 ON 
11:25:45.530868 M042 ON 
11:25:46.326653 MA203 OFF 
11:25:46.518127 M043 ON 
11:25:47.061746 MA207 OFF 
11:25:48.90211 LS042 1 
11:25:48.961818 M042 OFF 
11:25:48.996451 LS203 37 
11:25:49.010952 MA203 ON 
11:25:49.540426 M043 OFF 
11:25:49.911193 LS203 38 
11:25:49.921174 MA203 OFF 
11:26:01.189745 LS024 12 
11:26:01.225111 M024 ON 
11:26:01.319651 LS203 44 
11:26:01.34111 MA203 ON 
11:26:03.930105 LS203 45 
11:26:03.948465 MA203 OFF 
11:26:05.33232 M024 OFF 
11:26:07.592696 M024 ON 
11:26:07.894048 LS203 42 
11:26:07.913446 MA203 ON 
11:26:09.100118 LS021 7 
11:26:09.129368 M021 ON 
11:26:10.240596 M024 OFF 
11:26:10.840877 M021 OFF 
11:26:10.917419 LS203 43 
11:26:10.931953 MA203 OFF 
11:26:11.353686 M024 ON 
11:26:11.72941 MA203 ON 
11:26:12.464929 LS003 13 
11:26:12.771264 LS203 44 
11:26:12.793201 MA203 OFF 
11:26:13.029586 M024 OFF 
11:26:13.88865 MA203 ON 
11:26:14.163777 M024 ON 
11:26:15.036598 MA203 OFF 
11:26:15.281327 M024 OFF 
11:26:16.851501 M024 ON 
11:26:16.883836 MA203 ON 
11:26:17.207142 M021 ON 
11:26:18.37489 LS022 7 
11:26:18.425215 M022 ON 
11:26:19.166188 LS023 8 
11:26:19.182803 M023 ON 
11:26:19.553471 LS001 12 
11:26:19.567537 M001 ON 
11:26:20.141537 LS201 58 
11:26:20.163631 MA201 ON 
11:26:20.729135 LS008 19 
11:26:20.741772 M008 ON 
11:26:20.911978 M024 OFF 
11:26:21.805096 LS015 18 
11:26:21.880745 M015 ON 
11:26:21.919593 M008 OFF 
11:26:22.484272 M008 ON 
11:26:22.532537 M021 OFF 
11:26:22.616098 LS013 19 
11:26:22.634716 M013 ON 
11:26:22.929542 M015 OFF 
11:26:23.444001 M022 OFF 
11:26:24.008836 LS012 34 
11:26:24.021404 M012 ON 
11:26:24.176688 LS203 43 
11:26:24.195524 MA203 OFF 
11:26:25.14431 M012 OFF 
11:26:25.386097 M023 OFF 
11:26:25.50058 MA201 OFF 
11:26:25.525723 LS010 29 
11:26:25.543791 M010 ON 
11:26:26.276764 M001 OFF 
11:26:26.549791 M010 OFF 
11:26:27.105957 M013 OFF 
11:26:27.477832 LS008 18 
11:26:27.495451 M008 OFF 
11:26:28.68085 M010 ON 
11:26:28.715877 M013 ON 
11:26:29.18038 M008 ON 
11:26:29.801524 M013 OFF 
11:26:29.831247 M010 OFF 
11:26:30.361571 M008 OFF 
11:26:30.394725 M013 ON 
11:26:31.419557 M013 OFF 
11:26:43.42045 M010 ON 
11:26:44.543942 M010 OFF 
11:27:04.055989 LS033 7 
11:27:34.983014 M010 ON 
11:27:36.104303 M010 OFF 
11:27:39.264721 M010 ON 
11:27:40.384857 M010 OFF 
11:28:00.82914 LS013 18 
11:28:00.865562 M013 ON 
11:28:02.502258 MA201 ON 
11:28:03.114176 M013 OFF 
11:28:03.47849 M008 ON 
11:28:03.605694 M015 ON 
11:28:04.351985 LS001 11 
11:28:04.425554 M001 ON 
11:28:04.465284 M023 ON 
11:28:04.732396 M015 OFF 
11:28:05.255876 MA203 ON 
11:28:05.646239 M022 ON 
11:28:05.760167 MA201 OFF 
11:28:05.798046 M008 OFF 
11:28:06.610214 M021 ON 
11:28:06.867476 M001 OFF 
11:28:06.906232 M023 OFF 
11:28:07.591479 M024 ON 
11:28:07.868239 M022 OFF 
11:28:08.53391 M021 OFF 
11:28:09.698056 M021 ON 
11:28:10.880883 M022 ON 
11:28:10.971158 M024 OFF 
11:28:12.00088 M022 OFF 
11:28:12.241993 LS023 9 
11:28:12.25171 M023 ON 
11:28:12.491226 LS001 12 
11:28:12.535255 M001 ON 
11:28:12.58654 M010 ON 
11:28:12.617204 M021 OFF 
11:28:13.199879 MA201 ON 
11:28:13.304183 LS203 42 
11:28:13.324894 MA203 OFF 
11:28:13.417948 M008 ON 
11:28:13.591119 M010 OFF 
11:28:14.91611 M015 ON 
11:28:15.004784 LS023 8 
11:28:15.018988 M023 OFF 
11:28:15.185218 MA201 OFF 
11:28:15.238992 LS001 11 
11:28:15.266149 M001 OFF 
11:28:15.489527 MA201 ON 
11:28:15.6642 M008 OFF 
11:28:15.98153 M015 OFF 
11:28:16.560884 MA201 OFF 
11:28:26.850243 LS026 14 
11:28:33.073636 M013 ON 
11:28:35.163353 M013 OFF 
11:28:37.995214 M010 ON 
11:28:38.312836 MA201 ON 
11:28:39.110122 M010 OFF 
11:28:39.442156 MA201 OFF 
11:28:43.032557 M013 ON 
11:28:43.413082 M010 ON 
11:28:44.169274 M013 OFF 
11:28:44.529684 M010 OFF 
11:28:49.888563 M010 ON 
11:28:51.813955 LS204 20 
11:28:52.022639 M010 OFF 
11:28:54.655671 LS027 6 
11:28:55.008842 LS010 28 
11:28:55.039536 M010 ON 
11:28:56.146999 LS010 29 
11:28:56.161055 M010 OFF 
11:29:01.781392 M010 ON 
11:29:03.476041 M010 OFF 
11:29:06.103566 LS046 2 
11:29:15.117168 M013 ON 
11:29:16.285438 M010 ON 
11:29:16.322256 M013 OFF 
11:29:17.901383 M010 OFF 
11:29:21.284847 M013 ON 
11:29:22.398659 M013 OFF 
11:29:31.412161 M008 ON 
11:29:32.518945 LS008 17 
11:29:32.533878 M008 OFF 
11:29:32.693592 MA201 ON 
11:29:33.819326 MA201 OFF 
11:29:41.518961 M013 ON 
11:29:42.640973 M013 OFF 
11:29:44.89905 M013 ON 
11:29:48.102902 M013 OFF 
11:29:59.497912 LS008 18 
11:29:59.537646 M008 ON 
11:30:00.676371 M008 OFF 
11:30:01.213594 M008 ON 
11:30:03.263545 M008 OFF 
11:30:43.625165 LS010 28 
11:30:43.655763 M010 ON 
11:30:44.721144 M010 OFF 
11:30:54.152649 LS034 3 
11:31:06.095372 M010 ON 
11:31:06.469302 LS206 12 
11:31:07.208371 M010 OFF 
11:31:07.609004 LS049 3 
11:31:07.846362 LS044 0 
11:31:08.802675 LS048 11 
11:31:11.173518 M013 ON 
11:31:14.90529 M013 OFF 
11:31:18.823988 M010 ON 
11:31:20.53187 M010 OFF 
11:31:50.863941 M010 ON 
11:31:51.991708 M010 OFF 
11:31:52.811976 LS011 30 
11:32:09.263466 M013 ON 
11:32:11.141261 M013 OFF 
11:32:12.462925 M010 ON 
11:32:13.380747 M013 ON 
11:32:13.756889 MA201 ON 
11:32:13.961685 M008 ON 
11:32:14.536318 M010 OFF 
11:32:15.173746 LS012 33 
11:32:15.191459 M012 ON 
11:32:17.235525 LS012 32 
11:32:17.249611 M012 OFF 
11:32:17.504708 LS008 17 
11:32:17.520243 M008 OFF 
11:32:18.067928 LS013 17 
11:32:18.087452 M013 OFF 
11:32:18.816198 M013 ON 
11:32:19.04941 LS009 5 
11:32:19.190654 MA201 OFF 
11:32:19.946077 M013 OFF 
11:32:27.583273 MA201 ON 
11:32:28.012146 M013 ON 
11:32:29.475081 M015 ON 
11:32:30.252727 LS008 18 
11:32:30.270762 M008 ON 
11:32:30.589016 M015 OFF 
11:32:31.262969 LS013 16 
11:32:31.274882 M013 OFF 
11:32:31.686247 LS001 10 
11:32:31.70415 M001 ON 
11:32:34.92585 LS002 12 
11:32:34.945924 M002 ON 
11:32:35.24579 LS001 11 
11:32:35.261648 M001 OFF 
11:32:35.652074 MA201 OFF 
11:32:36.064251 M002 OFF 
11:32:37.183533 M008 OFF 
11:32:38.134097 M008 ON 
11:32:39.235487 M008 OFF 
11:32:40.146522 LS002 11 
11:32:40.16542 M002 ON 
11:32:40.339917 LS201 57 
11:32:40.363719 MA201 ON 
11:32:40.562785 LS008 17 
11:32:40.577926 M008 ON 
11:32:40.69511 LS001 10 
11:32:40.710989 M001 ON 
11:32:41.081455 LS023 7 
11:32:41.111334 M023 ON 
11:32:42.234618 LS203 43 
11:32:42.248017 MA203 ON 
11:32:43.088403 LS022 6 
11:32:43.104875 M022 ON 
11:32:43.578599 LS002 12 
11:32:43.592093 M002 OFF 
11:32:43.62492 LS008 18 
11:32:43.638448 M008 OFF 
11:32:43.960901 M021 ON 
11:32:44.259991 LS201 58 
11:32:44.29334 MA201 OFF 
11:32:45.253871 LS024 11 
11:32:45.267441 M024 ON 
11:32:45.943107 LS001 9 
11:32:45.955243 M001 OFF 
11:32:46.165633 M023 OFF 
11:32:46.606275 M019 ON 
11:32:47.493855 LS038 0 
11:32:47.652593 M019 OFF 
11:32:47.983761 D001 OPEN 
11:32:48.49809 LS022 5 
11:32:48.528931 M022 OFF 
11:32:54.035406 LS024 34 
11:32:54.064274 M024 OFF 
11:32:55.880181 LS203 64 
11:32:55.898494 MA203 OFF 
11:32:55.966012 LS021 21 
11:32:55.978837 M021 OFF 
11:32:57.055918 LS024 36 
11:32:57.071927 M024 ON 
11:32:57.53942 LS203 66 
11:32:57.568891 MA203 ON 
11:32:58.175616 M024 OFF 
11:32:59.771186 LS203 62 
11:32:59.803673 MA203 OFF 
11:33:01.276412 LS203 58 
11:33:01.318327 MA203 ON 
11:33:02.289488 LS024 30 
11:33:02.309639 M024 ON 
11:33:02.900694 LS021 17 
11:33:02.913798 M021 ON 
11:33:04.011455 LS021 19 
11:33:04.036632 M021 OFF 
11:33:06.030387 LS024 32 
11:33:06.065356 M024 OFF 
11:33:06.907856 LS203 62 
11:33:06.920287 MA203 OFF 
11:33:09.969299 LS024 35 
11:33:09.996347 M024 ON 
11:33:11.078984 LS203 63 
11:33:11.09696 MA203 ON 
11:33:11.333645 LS021 22 
11:33:11.352487 M021 ON 
11:33:12.531547 LS021 21 
11:33:12.55962 M021 OFF 
11:33:13.3872 M024 OFF 
11:33:13.488079 MA203 OFF 
11:33:14.021798 LS203 60 
11:33:14.042875 MA203 ON 
11:33:14.406598 LS024 36 
11:33:14.436674 M024 ON 
11:33:15.217597 LS203 57 
11:33:15.234799 MA203 OFF 
11:33:15.809213 MA203 ON 
11:33:18.041128 D001 CLOSE 
11:33:18.612238 LS024 11 
11:33:18.773831 LS203 41 
11:33:18.794819 MA203 OFF 
11:33:19.288777 MA203 ON 
11:33:19.629494 M024 OFF 
11:33:19.654224 LS021 7 
11:33:19.675831 M021 ON 
11:33:20.308094 M024 ON 
11:33:20.390764 LS022 6 
11:33:20.409209 M022 ON 
11:33:21.22089 M023 ON 
11:33:21.579278 LS001 10 
11:33:21.589457 M001 ON 
11:33:22.135404 LS201 57 
11:33:22.149742 MA201 ON 
11:33:22.254609 M024 OFF 
11:33:22.553425 LS002 10 
11:33:22.571911 M002 ON 
11:33:23.333989 LS021 6 
11:33:23.349859 M021 OFF 
11:33:23.64543 LS002 11 
11:33:23.693843 M002 OFF 
11:33:23.770664 M022 OFF 
11:33:24.426673 LS203 42 
11:33:24.442018 MA203 OFF 
11:33:24.789212 LS002 12 
11:33:24.801412 M002 ON 
11:33:25.511803 LS023 8 
11:33:25.537409 M023 OFF 
11:33:25.693107 LS001 11 
11:33:25.706791 M001 OFF 
11:33:26.471403 LS201 58 
11:33:26.498222 MA201 OFF 
11:33:27.235544 M002 OFF 
11:33:30.943962 MA201 ON 
11:33:31.900263 M002 ON 
11:33:33.232519 M001 ON 
11:33:33.29672 M008 ON 
11:33:34.318082 M001 OFF 
11:33:35.108923 LS008 17 
11:33:35.132758 M008 OFF 
11:33:35.437027 M001 ON 
11:33:36.231651 LS008 18 
11:33:36.251051 M008 ON 
11:33:37.169369 M002 OFF 
11:33:37.321446 M001 OFF 
11:33:37.937992 M008 OFF 
11:33:39.057739 LS013 18 
11:33:39.069084 M013 ON 
11:33:39.207281 MA201 OFF 
11:33:39.794778 MA201 ON 
11:33:40.149914 LS012 31 
11:33:40.166533 M012 ON 
11:33:40.692695 LS015 17 
11:33:40.715503 M015 ON 
11:33:41.107432 LS016 17 
11:33:41.120715 M016 ON 
11:33:41.758794 LS012 32 
11:33:41.784366 M012 OFF 
11:33:42.538401 LS202 57 
11:33:42.5804 MA202 ON 
11:33:42.645549 LS017 27 
11:33:42.767804 M017 ON 
11:33:42.806526 LS015 16 
11:33:42.823627 M015 OFF 
11:33:43.41036 LS201 57 
11:33:43.443487 MA201 OFF 
11:33:43.476229 M016 OFF 
11:33:44.291751 LS013 12 
11:33:44.309942 M013 OFF 
11:33:48.735734 D009 OPEN 
11:33:48.758727 T106 29 
11:33:49.101603 SS004 MOVED 
11:33:49.342791 M016 ON 
11:33:50.40263 LS202 58 
11:33:50.427863 MA202 OFF 
11:33:50.470895 M017 OFF 
11:33:51.051421 SS004 STILL 
11:33:51.099156 D009 CLOSE 
11:33:51.225946 MA202 ON 
11:33:51.273404 M017 ON 
11:33:52.179116 M016 OFF 
11:33:52.552633 LS013 17 
11:33:52.567269 M013 ON 
11:33:53.449169 LS201 58 
11:33:53.485265 MA201 ON 
11:33:54.622076 M016 ON 
11:33:55.19903 M017 OFF 
11:33:55.222659 LS015 18 
11:33:55.237378 M015 ON 
11:33:55.378207 M013 OFF 
11:33:56.02896 MA202 OFF 
11:33:56.599571 MA202 ON 
11:33:56.711936 MA201 OFF 
11:33:56.821399 M017 ON 
11:33:57.549526 LS015 17 
11:33:57.616046 M015 OFF 
11:33:57.809846 M016 OFF 
11:33:59.786887 LS017 26 
11:33:59.813216 M017 OFF 
11:34:00.326442 LS202 57 
11:34:00.346206 MA202 OFF 
11:34:00.471515 SS004 MOVED 
11:34:02.73515 LS202 56 
11:34:02.756663 MA202 ON 
11:34:03.361631 LS017 25 
11:34:03.378834 M017 ON 
11:34:04.533922 M017 OFF 
11:34:05.243562 M017 ON 
11:34:06.029816 LS016 16 
11:34:06.059519 M016 ON 
11:34:06.197538 LS015 16 
11:34:06.215072 M015 ON 
11:34:06.361891 LS017 26 
11:34:06.375941 M017 OFF 
11:34:07.186937 LS008 15 
11:34:07.202227 M008 ON 
11:34:07.450401 LS037 5 
11:34:07.488177 LS201 57 
11:34:07.502527 MA201 ON 
11:34:07.861512 LS001 10 
11:34:07.891325 M001 ON 
11:34:08.279811 LS202 57 
11:34:08.310741 MA202 OFF 
11:34:08.396674 LS023 7 
11:34:08.45748 M023 ON 
11:34:08.482856 LS016 17 
11:34:08.494772 M016 OFF 
11:34:08.547304 M015 OFF 
11:34:08.622862 LS017 27 
11:34:08.64946 M017 ON 
11:34:09.04837 MA201 OFF 
11:34:09.341453 LS202 58 
11:34:09.356118 MA202 ON 
11:34:09.424396 LS008 16 
11:34:09.434325 M008 OFF 
11:34:09.866028 MA203 ON 
11:34:10.496803 LS001 11 
11:34:10.509855 M001 OFF 
11:34:10.924419 LS023 10 
11:34:10.937684 M023 OFF 
11:34:10.979561 LS203 43 
11:34:10.999116 MA203 OFF 
11:34:11.811947 MA202 OFF 
11:34:11.872973 M017 OFF 
11:34:12.192778 SS004 STILL 
11:34:12.553553 LS017 28 
11:34:12.571341 M017 ON 
11:34:12.713995 MA202 ON 
11:34:14.432498 M017 OFF 
11:34:15.376395 M017 ON 
11:34:17.184947 MA202 OFF 
11:34:17.780823 MA202 ON 
11:34:19.014889 MA202 OFF 
11:34:19.127894 LS017 27 
11:34:19.196069 M017 OFF 
11:34:19.250578 LS203 45 
11:34:19.302438 MA203 ON 
11:34:19.326452 LS001 12 
11:34:19.340945 M001 ON 
11:34:19.681618 LS017 26 
11:34:19.735345 M017 ON 
11:34:19.777874 LS202 57 
11:34:19.78899 MA202 ON 
11:34:20.218918 M023 ON 
11:34:20.259252 LS203 43 
11:34:20.275118 MA203 OFF 
11:34:20.511428 LS201 56 
11:34:20.538261 MA201 ON 
11:34:20.569145 M008 ON 
11:34:20.8334 M023 OFF 
11:34:21.649711 M015 ON 
11:34:21.693767 LS016 16 
11:34:21.707187 M016 ON 
11:34:21.835828 MA202 OFF 
11:34:21.925106 M017 OFF 
11:34:22.044286 LS001 10 
11:34:22.059195 M001 OFF 
11:34:22.582332 MA201 OFF 
11:34:22.609053 LS008 15 
11:34:22.625194 M008 OFF 
11:34:23.562374 LS202 55 
11:34:23.583788 MA202 ON 
11:34:23.660876 LS015 15 
11:34:23.673708 M015 OFF 
11:34:24.228043 LS016 15 
11:34:24.239331 M016 OFF 
11:34:25.652197 LS202 54 
11:34:25.670658 MA202 OFF 
11:34:25.872041 LS017 24 
11:34:25.883923 M017 ON 
11:34:26.215667 MA202 ON 
11:34:27.340433 MA202 OFF 
11:34:27.895422 MA202 ON 
11:34:28.876164 LS017 23 
11:34:28.888939 M017 OFF 
11:34:29.017753 MA202 OFF 
11:34:30.651039 LS017 24 
11:34:30.661978 M017 ON 
11:34:32.171487 M016 ON 
11:34:33.221537 LS017 23 
11:34:33.252261 M017 OFF 
11:34:33.354369 M016 OFF 
11:34:33.363498 SS004 MOVED 
11:34:33.565332 MA202 ON 
11:34:33.96216 LS017 24 
11:34:33.969075 M017 ON 
11:34:35.057679 M017 OFF 
11:34:35.617447 LS017 25 
11:34:35.636139 M017 ON 
11:34:37.27261 SS004 STILL 
11:34:39.111177 LS005 31 
11:34:39.36446 LS017 27 
11:34:39.399356 M017 OFF 
11:34:40.121956 M017 ON 
11:34:41.264797 M017 OFF 
11:34:43.62983 LS202 58 
11:34:43.643988 MA202 OFF 
11:34:44.392171 MA202 ON 
11:34:45.20392 M017 ON 
11:34:48.649529 M017 OFF 
11:34:48.77718 MA202 OFF 
11:34:57.953299 MA202 ON 
11:34:58.049403 LS051 31 
11:34:58.313436 M017 ON 
11:34:59.439953 M017 OFF 
11:35:00.321529 MA202 OFF 
11:35:00.888761 MA202 ON 
11:35:03.154151 M017 ON 
11:35:04.303216 M017 OFF 
11:35:05.047695 M017 ON 
11:35:06.207115 MA202 OFF 
11:35:06.249728 M017 OFF 
11:35:08.382406 MA202 ON 
11:35:08.459421 M017 ON 
11:35:11.744824 MA202 OFF 
11:35:12.353358 M017 OFF 
11:35:13.114816 M017 ON 
11:35:13.262697 MA202 ON 
11:35:16.109822 M017 OFF 
11:35:17.026436 MA202 OFF 
11:35:17.607863 M017 ON 
11:35:17.769657 MA202 ON 
11:35:18.89508 MA202 OFF 
11:35:19.499136 MA202 ON 
11:35:19.530371 M017 OFF 
11:35:20.575544 MA202 OFF 
11:35:21.744351 MA202 ON 
11:35:21.784197 M017 ON 
11:35:22.702754 LS016 17 
11:35:22.737289 M016 ON 
11:35:23.29329 LS015 18 
11:35:23.366868 M015 ON 
11:35:23.487692 M017 OFF 
11:35:23.952031 MA202 OFF 
11:35:24.142536 LS201 58 
11:35:24.15703 MA201 ON 
11:35:24.788987 M016 OFF 
11:35:25.162943 M015 OFF 
11:35:25.21003 LS013 18 
11:35:25.227846 M013 ON 
11:35:26.019855 M012 ON 
11:35:26.838918 LS011 29 
11:35:26.852268 M011 ON 
11:35:27.23784 LS013 17 
11:35:27.255998 M013 OFF 
11:35:27.95192 LS201 57 
11:35:27.977108 MA201 OFF 
11:35:28.463993 M012 OFF 
11:35:29.659114 M011 OFF 
11:35:31.175519 LS010 27 
11:35:31.186207 M010 ON 
11:35:33.841459 M010 OFF 
11:35:34.526139 M011 ON 
11:35:37.135838 M011 OFF 
11:35:37.70424 M011 ON 
11:35:37.800055 M010 ON 
11:35:38.899072 LS207 57 
11:35:39.003807 M011 OFF 
11:35:39.048215 M010 OFF 
11:35:39.159228 M012 ON 
11:35:39.415155 M013 ON 
11:35:39.571798 LS201 58 
11:35:39.587213 MA201 ON 
11:35:40.287941 M012 OFF 
11:35:41.652726 LS013 18 
11:35:41.679494 M013 OFF 
11:35:42.022293 MA201 OFF 
11:35:43.176583 LS010 28 
11:35:43.192561 M010 ON 
11:35:44.315258 M010 OFF 
11:35:45.051032 M010 ON 
11:35:46.20508 M010 OFF 
11:35:48.202846 LS043 1 
11:35:52.158097 MA201 ON 
11:35:53.016033 LS008 18 
11:35:53.044403 M008 ON 
11:35:53.259144 M015 ON 
11:35:53.854239 LS001 12 
11:35:53.889486 M001 ON 
11:35:54.122257 LS023 11 
11:35:54.135526 M023 ON 
11:35:54.37292 M015 OFF 
11:35:55.001038 M008 OFF 
11:35:55.09 MA202 ON 
11:35:55.159529 M016 ON 
11:35:55.521733 MA201 OFF 
11:35:55.68484 M017 ON 
11:35:56.448708 LS023 10 
11:35:56.463119 M023 OFF 
11:35:56.625119 M001 OFF 
11:35:57.053794 M016 OFF 
11:35:57.39183 M017 OFF 
11:35:58.823952 MA202 OFF 
11:35:59.755527 MA202 ON 
11:36:00.896269 MA202 OFF 
11:36:02.011642 MA202 ON 
11:36:02.4314 M023 ON 
11:36:04.180462 M017 ON 
11:36:04.229239 LS001 11 
11:36:04.259507 M001 ON 
11:36:04.658939 D012 OPEN 
11:36:05.25167 MA202 OFF 
11:36:05.298011 M017 OFF 
11:36:06.513324 MA202 ON 
11:36:07.143789 MA201 ON 
11:36:07.786109 M008 ON 
11:36:08.466599 M017 ON 
11:36:08.50298 LS023 11 
11:36:08.527332 M023 OFF 
11:36:08.895226 M008 OFF 
11:36:08.991868 M001 OFF 
11:36:09.551419 BATP202 94 
11:36:09.588022 MA202 OFF 
11:36:09.627084 M017 OFF 
11:36:10.509047 MA201 OFF 
11:36:11.081028 MA201 ON 
11:36:11.623109 M017 ON 
11:36:11.776698 MA202 ON 
11:36:12.432177 LS003 12 
11:36:13.506569 M016 ON 
11:36:13.682391 M015 ON 
11:36:14.044603 M017 OFF 
11:36:14.411264 MA202 OFF 
11:36:15.228058 M016 OFF 
11:36:15.549562 M015 OFF 
11:36:15.804103 M013 ON 
11:36:16.523932 MA201 OFF 
11:36:17.86935 M013 OFF 
